Battalion,Station Area,year,month,value,Division
Battalion 05,Station Area 21,2012,4,451,Division 02
Battalion 05,Station Area 21,2012,5,436,Division 02
Battalion 05,Station Area 21,2012,6,430,Division 02
Battalion 05,Station Area 21,2012,7,413,Division 02
Battalion 05,Station Area 21,2012,8,381,Division 02
Battalion 05,Station Area 21,2012,9,470,Division 02
Battalion 05,Station Area 21,2012,10,505,Division 02
Battalion 05,Station Area 21,2012,11,462,Division 02
Battalion 05,Station Area 21,2012,12,565,Division 02
Battalion 05,Station Area 21,2013,1,487,Division 02
Battalion 05,Station Area 21,2013,2,415,Division 02
Battalion 05,Station Area 21,2013,3,481,Division 02
Battalion 05,Station Area 21,2013,4,488,Division 02
Battalion 05,Station Area 21,2013,5,523,Division 02
Battalion 05,Station Area 21,2013,6,493,Division 02
Battalion 05,Station Area 21,2013,7,422,Division 02
Battalion 05,Station Area 21,2013,8,593,Division 02
Battalion 05,Station Area 21,2013,9,514,Division 02
Battalion 05,Station Area 21,2013,10,485,Division 02
Battalion 05,Station Area 21,2013,11,507,Division 02
Battalion 05,Station Area 21,2013,12,606,Division 02
Battalion 05,Station Area 21,2014,1,562,Division 02
Battalion 05,Station Area 21,2014,2,488,Division 02
Battalion 05,Station Area 21,2014,3,575,Division 02
Battalion 05,Station Area 21,2014,4,553,Division 02
Battalion 05,Station Area 21,2014,5,524,Division 02
Battalion 05,Station Area 21,2014,6,436,Division 02
Battalion 05,Station Area 21,2014,7,445,Division 02
Battalion 05,Station Area 21,2014,8,559,Division 02
Battalion 05,Station Area 21,2014,9,545,Division 02
Battalion 05,Station Area 21,2014,10,464,Division 02
Battalion 05,Station Area 21,2014,11,485,Division 02
Battalion 05,Station Area 21,2014,12,517,Division 02
Battalion 05,Station Area 21,2015,1,595,Division 02
Battalion 05,Station Area 21,2015,2,442,Division 02
Battalion 05,Station Area 21,2015,3,609,Division 02
Battalion 05,Station Area 21,2015,4,561,Division 02
Battalion 05,Station Area 21,2015,5,641,Division 02
Battalion 05,Station Area 21,2015,6,490,Division 02
Battalion 05,Station Area 21,2015,7,573,Division 02
Battalion 05,Station Area 21,2015,8,593,Division 02
Battalion 05,Station Area 21,2015,9,648,Division 02
Battalion 05,Station Area 21,2015,10,615,Division 02
Battalion 05,Station Area 21,2015,11,572,Division 02
Battalion 05,Station Area 21,2015,12,588,Division 02
Battalion 05,Station Area 21,2016,1,586,Division 02
Battalion 05,Station Area 21,2016,2,614,Division 02
Battalion 05,Station Area 21,2016,3,618,Division 02
Battalion 05,Station Area 21,2016,4,589,Division 02
Battalion 05,Station Area 21,2016,5,487,Division 02
Battalion 05,Station Area 21,2016,6,403,Division 02
Battalion 05,Station Area 21,2016,7,442,Division 02
Battalion 05,Station Area 21,2016,8,590,Division 02
Battalion 05,Station Area 21,2016,9,555,Division 02
Battalion 05,Station Area 21,2016,10,587,Division 02
Battalion 05,Station Area 21,2016,11,549,Division 02
Battalion 05,Station Area 21,2016,12,582,Division 02
Battalion 05,Station Area 21,2017,1,632,Division 02
Battalion 05,Station Area 21,2017,2,465,Division 02
Battalion 05,Station Area 21,2017,3,492,Division 02
Battalion 05,Station Area 21,2017,4,601,Division 02
Battalion 05,Station Area 21,2017,5,553,Division 02
Battalion 05,Station Area 21,2017,6,589,Division 02
Battalion 05,Station Area 21,2017,7,549,Division 02
Battalion 05,Station Area 21,2017,8,594,Division 02
Battalion 05,Station Area 21,2017,9,622,Division 02
Battalion 05,Station Area 21,2017,10,666,Division 02
Battalion 05,Station Area 21,2017,11,472,Division 02
Battalion 05,Station Area 21,2017,12,505,Division 02
Battalion 05,Station Area 21,2018,1,536,Division 02
Battalion 05,Station Area 21,2018,2,533,Division 02
Battalion 05,Station Area 21,2018,3,552,Division 02
Battalion 05,Station Area 21,2018,4,489,Division 02
Battalion 05,Station Area 21,2018,5,533,Division 02
Battalion 05,Station Area 21,2018,6,419,Division 02
Battalion 05,Station Area 21,2018,7,502,Division 02
Battalion 05,Station Area 21,2018,8,438,Division 02
Battalion 05,Station Area 21,2018,9,435,Division 02
Battalion 05,Station Area 21,2018,10,586,Division 02
Battalion 05,Station Area 21,2018,11,461,Division 02
Battalion 05,Station Area 21,2018,12,502,Division 02
Battalion 05,Station Area 21,2019,1,467,Division 02
Battalion 05,Station Area 21,2019,2,455,Division 02
Battalion 05,Station Area 21,2019,3,526,Division 02
Battalion 05,Station Area 21,2019,4,486,Division 02
Battalion 05,Station Area 21,2019,5,535,Division 02
Battalion 05,Station Area 21,2019,6,488,Division 02
Battalion 05,Station Area 21,2019,7,417,Division 02
Battalion 05,Station Area 21,2019,8,443,Division 02
Battalion 05,Station Area 21,2019,9,553,Division 02
Battalion 05,Station Area 21,2019,10,563,Division 02
Battalion 05,Station Area 21,2019,11,460,Division 02
Battalion 05,Station Area 21,2019,12,515,Division 02
Battalion 05,Station Area 21,2020,1,548,Division 02
Battalion 05,Station Area 21,2020,2,537,Division 02
Battalion 05,Station Area 21,2020,3,515,Division 02
Battalion 05,Station Area 21,2020,4,218,Division 02
Battalion 05,Station Area 22,2005,1,1,Division 02
Battalion 05,Station Area 22,2013,11,1,Division 02
Battalion 05,Station Area 22,2015,11,2,Division 02
Battalion 05,Station Area 22,2016,3,3,Division 02
Battalion 05,Station Area 22,2016,4,1,Division 02
Battalion 05,Station Area 23,2009,2,2,Division 02
Battalion 05,Station Area 23,2015,5,2,Division 02
Battalion 05,Station Area 23,2016,10,3,Division 02
Battalion 05,Station Area 23,2016,11,6,Division 02
Battalion 05,Station Area 24,2000,4,4,Division 02
Battalion 05,Station Area 24,2000,5,9,Division 02
Battalion 05,Station Area 24,2000,6,19,Division 02
Battalion 05,Station Area 24,2000,7,4,Division 02
Battalion 05,Station Area 24,2000,8,14,Division 02
Battalion 05,Station Area 24,2000,9,18,Division 02
Battalion 05,Station Area 24,2000,10,7,Division 02
Battalion 05,Station Area 24,2000,11,10,Division 02
Battalion 05,Station Area 24,2000,12,13,Division 02
Battalion 05,Station Area 24,2001,1,3,Division 02
Battalion 05,Station Area 24,2001,2,17,Division 02
Battalion 05,Station Area 24,2001,3,7,Division 02
Battalion 05,Station Area 24,2001,4,11,Division 02
Battalion 05,Station Area 24,2001,5,9,Division 02
Battalion 05,Station Area 24,2001,6,16,Division 02
Battalion 05,Station Area 24,2001,7,6,Division 02
Battalion 05,Station Area 24,2001,8,17,Division 02
Battalion 05,Station Area 24,2001,9,2,Division 02
Battalion 05,Station Area 24,2001,10,19,Division 02
Battalion 05,Station Area 24,2001,11,17,Division 02
Battalion 05,Station Area 24,2001,12,5,Division 02
Battalion 05,Station Area 24,2002,1,8,Division 02
Battalion 05,Station Area 24,2002,2,12,Division 02
Battalion 05,Station Area 24,2002,3,7,Division 02
Battalion 05,Station Area 24,2002,4,35,Division 02
Battalion 05,Station Area 24,2002,5,14,Division 02
Battalion 05,Station Area 24,2002,6,10,Division 02
Battalion 05,Station Area 24,2002,7,6,Division 02
Battalion 05,Station Area 24,2002,8,10,Division 02
Battalion 05,Station Area 24,2002,9,11,Division 02
Battalion 05,Station Area 24,2002,10,18,Division 02
Battalion 05,Station Area 24,2002,11,11,Division 02
Battalion 05,Station Area 24,2002,12,31,Division 02
Battalion 05,Station Area 24,2003,1,16,Division 02
Battalion 05,Station Area 24,2003,2,17,Division 02
Battalion 05,Station Area 24,2003,3,5,Division 02
Battalion 05,Station Area 24,2003,4,22,Division 02
Battalion 05,Station Area 24,2003,5,9,Division 02
Battalion 05,Station Area 24,2003,6,18,Division 02
Battalion 05,Station Area 24,2003,7,21,Division 02
Battalion 05,Station Area 24,2003,8,19,Division 02
Battalion 05,Station Area 24,2003,9,16,Division 02
Battalion 05,Station Area 24,2003,10,27,Division 02
Battalion 05,Station Area 24,2003,11,25,Division 02
Battalion 05,Station Area 24,2003,12,9,Division 02
Battalion 05,Station Area 24,2004,1,17,Division 02
Battalion 05,Station Area 24,2004,2,8,Division 02
Battalion 05,Station Area 24,2004,3,16,Division 02
Battalion 05,Station Area 24,2004,4,15,Division 02
Battalion 05,Station Area 24,2004,5,23,Division 02
Battalion 05,Station Area 24,2004,6,7,Division 02
Battalion 05,Station Area 24,2004,7,11,Division 02
Battalion 05,Station Area 24,2004,8,12,Division 02
Battalion 05,Station Area 24,2004,11,23,Division 02
Battalion 05,Station Area 24,2004,12,16,Division 02
Battalion 05,Station Area 24,2005,1,8,Division 02
Battalion 05,Station Area 24,2005,2,9,Division 02
Battalion 05,Station Area 24,2005,3,14,Division 02
Battalion 05,Station Area 24,2005,4,12,Division 02
Battalion 05,Station Area 24,2005,5,6,Division 02
Battalion 05,Station Area 24,2005,6,21,Division 02
Battalion 05,Station Area 24,2005,7,19,Division 02
Battalion 05,Station Area 24,2005,8,11,Division 02
Battalion 05,Station Area 24,2005,9,8,Division 02
Battalion 05,Station Area 24,2005,10,13,Division 02
Battalion 05,Station Area 24,2005,11,20,Division 02
Battalion 05,Station Area 24,2005,12,10,Division 02
Battalion 05,Station Area 24,2006,1,9,Division 02
Battalion 05,Station Area 24,2006,2,17,Division 02
Battalion 05,Station Area 24,2006,3,9,Division 02
Battalion 05,Station Area 24,2006,4,27,Division 02
Battalion 05,Station Area 24,2006,5,21,Division 02
Battalion 05,Station Area 24,2006,6,20,Division 02
Battalion 05,Station Area 24,2006,7,13,Division 02
Battalion 05,Station Area 24,2006,8,19,Division 02
Battalion 05,Station Area 24,2006,9,6,Division 02
Battalion 05,Station Area 24,2006,10,22,Division 02
Battalion 05,Station Area 24,2006,11,12,Division 02
Battalion 05,Station Area 24,2006,12,10,Division 02
Battalion 05,Station Area 24,2007,1,2,Division 02
Battalion 05,Station Area 24,2007,2,11,Division 02
Battalion 05,Station Area 24,2007,3,10,Division 02
Battalion 05,Station Area 24,2007,4,20,Division 02
Battalion 05,Station Area 24,2007,5,7,Division 02
Battalion 05,Station Area 24,2007,6,22,Division 02
Battalion 05,Station Area 24,2007,7,36,Division 02
Battalion 05,Station Area 24,2007,8,21,Division 02
Battalion 05,Station Area 24,2007,9,14,Division 02
Battalion 05,Station Area 24,2007,10,7,Division 02
Battalion 05,Station Area 24,2007,11,5,Division 02
Battalion 05,Station Area 24,2007,12,9,Division 02
Battalion 05,Station Area 24,2008,1,25,Division 02
Battalion 05,Station Area 24,2008,2,7,Division 02
Battalion 05,Station Area 24,2008,3,16,Division 02
Battalion 05,Station Area 24,2008,4,6,Division 02
Battalion 05,Station Area 24,2008,5,11,Division 02
Battalion 05,Station Area 24,2008,6,23,Division 02
Battalion 05,Station Area 24,2008,7,6,Division 02
Battalion 05,Station Area 24,2008,8,13,Division 02
Battalion 05,Station Area 24,2008,9,17,Division 02
Battalion 05,Station Area 24,2008,10,70,Division 02
Battalion 05,Station Area 24,2008,11,38,Division 02
Battalion 05,Station Area 24,2008,12,26,Division 02
Battalion 05,Station Area 24,2009,1,5,Division 02
Battalion 05,Station Area 24,2009,2,13,Division 02
Battalion 05,Station Area 24,2009,3,14,Division 02
Battalion 05,Station Area 24,2009,4,18,Division 02
Battalion 05,Station Area 24,2009,5,18,Division 02
Battalion 05,Station Area 24,2009,6,12,Division 02
Battalion 05,Station Area 24,2009,7,10,Division 02
Battalion 05,Station Area 24,2009,8,7,Division 02
Battalion 05,Station Area 24,2009,9,9,Division 02
Battalion 05,Station Area 24,2009,10,12,Division 02
Battalion 05,Station Area 24,2009,11,17,Division 02
Battalion 05,Station Area 24,2009,12,12,Division 02
Battalion 05,Station Area 24,2010,1,25,Division 02
Battalion 05,Station Area 24,2010,2,15,Division 02
Battalion 05,Station Area 24,2010,3,25,Division 02
Battalion 05,Station Area 24,2010,4,23,Division 02
Battalion 05,Station Area 24,2010,5,18,Division 02
Battalion 05,Station Area 24,2010,6,21,Division 02
Battalion 05,Station Area 24,2010,7,22,Division 02
Battalion 05,Station Area 24,2010,8,2,Division 02
Battalion 05,Station Area 24,2010,9,7,Division 02
Battalion 05,Station Area 24,2010,10,22,Division 02
Battalion 05,Station Area 24,2010,11,12,Division 02
Battalion 05,Station Area 24,2010,12,20,Division 02
Battalion 05,Station Area 24,2011,1,24,Division 02
Battalion 05,Station Area 24,2011,2,38,Division 02
Battalion 05,Station Area 24,2011,3,21,Division 02
Battalion 05,Station Area 24,2011,4,12,Division 02
Battalion 05,Station Area 24,2011,5,24,Division 02
Battalion 05,Station Area 24,2011,6,6,Division 02
Battalion 05,Station Area 24,2011,7,17,Division 02
Battalion 05,Station Area 24,2011,8,22,Division 02
Battalion 05,Station Area 24,2011,9,41,Division 02
Battalion 05,Station Area 24,2011,10,25,Division 02
Battalion 05,Station Area 24,2011,11,31,Division 02
Battalion 05,Station Area 24,2011,12,11,Division 02
Battalion 05,Station Area 24,2012,1,5,Division 02
Battalion 05,Station Area 24,2012,2,17,Division 02
Battalion 05,Station Area 24,2012,3,6,Division 02
Battalion 05,Station Area 24,2012,4,28,Division 02
Battalion 05,Station Area 24,2012,5,6,Division 02
Battalion 05,Station Area 24,2012,6,14,Division 02
Battalion 05,Station Area 24,2012,7,12,Division 02
Battalion 05,Station Area 24,2012,8,15,Division 02
Battalion 05,Station Area 24,2012,9,19,Division 02
Battalion 05,Station Area 24,2012,10,20,Division 02
Battalion 05,Station Area 24,2012,11,15,Division 02
Battalion 05,Station Area 24,2012,12,9,Division 02
Battalion 05,Station Area 24,2013,1,11,Division 02
Battalion 05,Station Area 24,2013,2,25,Division 02
Battalion 05,Station Area 24,2013,3,25,Division 02
Battalion 05,Station Area 24,2013,4,20,Division 02
Battalion 05,Station Area 24,2013,5,4,Division 02
Battalion 05,Station Area 24,2013,6,11,Division 02
Battalion 05,Station Area 24,2013,7,18,Division 02
Battalion 05,Station Area 24,2013,8,9,Division 02
Battalion 05,Station Area 24,2013,9,9,Division 02
Battalion 05,Station Area 24,2013,10,30,Division 02
Battalion 05,Station Area 24,2013,11,33,Division 02
Battalion 05,Station Area 24,2013,12,24,Division 02
Battalion 05,Station Area 24,2014,1,27,Division 02
Battalion 05,Station Area 24,2014,2,10,Division 02
Battalion 05,Station Area 24,2014,3,14,Division 02
Battalion 05,Station Area 24,2014,4,27,Division 02
Battalion 05,Station Area 24,2014,5,10,Division 02
Battalion 05,Station Area 24,2014,6,42,Division 02
Battalion 05,Station Area 24,2014,7,12,Division 02
Battalion 05,Station Area 24,2014,8,12,Division 02
Battalion 05,Station Area 24,2014,9,20,Division 02
Battalion 05,Station Area 24,2014,10,24,Division 02
Battalion 05,Station Area 24,2014,11,25,Division 02
Battalion 05,Station Area 24,2014,12,31,Division 02
Battalion 05,Station Area 24,2015,1,21,Division 02
Battalion 05,Station Area 24,2015,2,14,Division 02
Battalion 05,Station Area 24,2015,3,33,Division 02
Battalion 05,Station Area 24,2015,4,25,Division 02
Battalion 05,Station Area 24,2015,5,10,Division 02
Battalion 05,Station Area 24,2015,6,31,Division 02
Battalion 05,Station Area 24,2015,7,10,Division 02
Battalion 05,Station Area 24,2015,8,30,Division 02
Battalion 05,Station Area 24,2015,9,45,Division 02
Battalion 05,Station Area 24,2015,10,18,Division 02
Battalion 05,Station Area 24,2015,11,41,Division 02
Battalion 05,Station Area 24,2015,12,39,Division 02
Battalion 05,Station Area 24,2016,1,23,Division 02
Battalion 05,Station Area 24,2016,2,21,Division 02
Battalion 05,Station Area 24,2016,3,14,Division 02
Battalion 05,Station Area 24,2016,4,28,Division 02
Battalion 05,Station Area 24,2016,5,13,Division 02
Battalion 05,Station Area 24,2016,6,26,Division 02
Battalion 05,Station Area 24,2016,7,14,Division 02
Battalion 05,Station Area 24,2016,8,28,Division 02
Battalion 05,Station Area 24,2016,9,11,Division 02
Battalion 05,Station Area 24,2016,10,97,Division 02
Battalion 05,Station Area 24,2016,11,63,Division 02
Battalion 05,Station Area 24,2016,12,33,Division 02
Battalion 05,Station Area 24,2017,1,31,Division 02
Battalion 05,Station Area 24,2017,2,17,Division 02
Battalion 05,Station Area 24,2017,3,24,Division 02
Battalion 05,Station Area 24,2017,4,28,Division 02
Battalion 05,Station Area 24,2017,5,48,Division 02
Battalion 05,Station Area 24,2017,6,44,Division 02
Battalion 05,Station Area 24,2017,7,33,Division 02
Battalion 05,Station Area 24,2017,8,38,Division 02
Battalion 05,Station Area 24,2017,9,73,Division 02
Battalion 05,Station Area 24,2017,10,36,Division 02
Battalion 05,Station Area 24,2017,11,14,Division 02
Battalion 05,Station Area 24,2017,12,39,Division 02
Battalion 05,Station Area 24,2018,1,36,Division 02
Battalion 05,Station Area 24,2018,2,21,Division 02
Battalion 05,Station Area 24,2018,3,31,Division 02
Battalion 05,Station Area 24,2018,4,26,Division 02
Battalion 05,Station Area 24,2018,5,34,Division 02
Battalion 05,Station Area 24,2018,6,15,Division 02
Battalion 05,Station Area 24,2018,7,16,Division 02
Battalion 05,Station Area 24,2018,8,21,Division 02
Battalion 05,Station Area 24,2018,9,33,Division 02
Battalion 05,Station Area 24,2018,10,23,Division 02
Battalion 05,Station Area 24,2018,11,23,Division 02
Battalion 05,Station Area 24,2018,12,15,Division 02
Battalion 05,Station Area 24,2019,1,39,Division 02
Battalion 05,Station Area 24,2019,2,31,Division 02
Battalion 05,Station Area 24,2019,3,30,Division 02
Battalion 05,Station Area 24,2019,4,31,Division 02
Battalion 05,Station Area 24,2019,5,39,Division 02
Battalion 05,Station Area 24,2019,6,13,Division 02
Battalion 05,Station Area 24,2019,7,20,Division 02
Battalion 05,Station Area 24,2019,8,19,Division 02
Battalion 05,Station Area 24,2019,9,24,Division 02
Battalion 05,Station Area 24,2019,10,24,Division 02
Battalion 05,Station Area 24,2019,11,33,Division 02
